title,lyrics,label
,,
Coffee Blues,spoken this is the coffee blues i likes a certain brand maxwells house its good till the last drop just like it says on the can i used to have a girl cookin a good maxwell house she moved away some said to memphis and some said to leland but i found her i wanted her to cook me some good maxwells house i understand if i can get me just a spoonful of maxwells house itll do me much good as two or three cups this other coffee begins singing ive got to go to memphis bring her back to leland i wanna see my baby bout a lovin spoonful my lovin spoonful well im just got to have my lovin spoken i found her singing good mornin baby how you do this mornin well please maam just a lovin spoon just a lovin spoonful i declare i got to have my lovin spoonful my baby packed her suitcase and she went away i couldnt let her stay for my lovin my lovin spoonful well im just got to have my lovin good mornin baby how you do this mornin well please maam just a lovin spoon just a lovin spoonful i declare i got to have my lovin spoonful well the preacher in the pulpit jumpin up and down he laid his bible down for his lovin aint maxwell house all right well im just got to have my lovin,Happy
,,
Man Smart Woman Smarter,let us put man and woman together and see which one is smarter some say men but i say no the women got the men like a puppet show aint me its the people they say the men are leading the women astray but i say its the women today are smarter than the men in every way thats right the women are smarter thats right the women are smarter a little boy sat down and cried an old man passing asked him why he said i cant do what the big boys do old man sat down and he cried too aint me its the people that say the men are leading the women astray but i say its the women today are smarter than the man in every way thats right the women are smarter thats right the women are smarter it aint me its the people that say the men are leading the women astray but i say its the women today are smarter than the men in every way thats right the women are smarter thats right the women are smarter thats right the women are smarter smarter than the men in every way thats right the women are smarter thats right the women are smarter thats right the women are smarter smarter than the men in every way thats right its the people that say the men are leading the women astray but i say its the women today are smarter than the men in every way thats right theyre smarter,Happy
,,
Paper Thin,delicate is your heart if you move it may stop you run around unaware how delicate each beat trembles in my ear men will be boys with fire and toys and football and i will always be aware of how delicate each beat trembles in my ear paper thin is how we begin and we move from there i can hold your heart in my hand feel each beats demand your paper skin and the universe that echoes within and i will always be aware of how delicate each beat trembles in my ear paper thin is how we begin and we move from there so stay warm and safe from harm in my garden is where you belong paper skin is how we begin and we move from there paper thin is how we begin and move from there paper thin is my heart if you move it may stop you run around unaware of how delicate each beat trembles in here,Sad
,,
One Night Alone,ill tell ya that i love you if it makes everything alright i just wanna hold you ive got something to prove tonight im tired of the telephone cant you give me one night alone im staring at your picture i realize what you mean to me every single moment is burning deep in my memory it doesnt matter what they say our loves too good to throw it away all we need is one night alone just you and me wont you give me one night alone cos thats all i need one night alone you lovin me i wanna feel your heartbeat in the darkness next to mine i need to feel your heartbeat to know our loves still alive the power of your tender touch you know ive waited long long enough for just one night alone thats how it should be all we need is one night alone just you and me one night alone you lovin me cant you give me one night one night this isnt the way two lovers live this isnt the dream i wanna be living in no no no im tired of this telephone cant you give me one night alone one night alone just you and me all we need is one night alone thats how it should be one night alone you lovin me all we need is one night one night alone,Happy
,,
All Alone (Live),all alone x16 leviticuso deuteronomy snatch a piece of my wonderin distantfar like yonderin skin of my tooth like seat of my boot like fly in my soup like wheres the waitress cant take this really cant finish this these airs and all these graces its my mistake i make it jdub to the boom now make it bouncewiggle bouncewiggle shakin all them bangs out chemical cutthroats bound to blow the brain out cut to the brain this aint no game ill show no shame ill birth this blame im twisted cain ill twist again ill push the blade as plain as day known to what these sayers say known to what these doers do we shoot where who and youknowwhere wes about to take it there wes about to make it clear we Happy or we lonesome the long jump the beat heart from start to finish ten spoons of spinach the soul and the spillage the cup that runneth ovah return of the oh god chorus close your eyes and see when there aint no light all youll ever be come on save the night cause i dont believe when the morning comes it doesnt seem to say an awful lot to me chorus,Sad
,,
Please Come Out Tonight,please come out tonight i need you here its been a long long time and i cant wait lets find out lets see what its like out there if it rains well find somewhere somewhere dry and warm youll say my its been a long long time ill say how are you ive been fine please come out tonight lets go out and see the world we can try to find find somewhere it seems so long ago i can hardly remember the time its all i want its all i want so lets see what we find youll say theres so much you need to know ill say are you really sure you have to go we dont need a reason no explainations just stay with me here tonight i wont say a word i just need you here please come out tonight lets go out and find ourselves you can lean your head on my shoulder remember youll say my is that the time ill say why not stay with me tonight we dont need a reason its so warm inside theres no one between us if someone comes we can hide just lay here beside me just see what its like please come out tonight,Sad
,,
Bed Of Roses,on a dead end street in a dead end town theres a motel that i call home just a few small hopes and a few small dreams is all that place is resting on desiree lives two doors down shes been there for way too long oh yeah sometimes when shes feelin down you know i hope she hears this song on a bed of roses not beneath some motel light on a bed of roses she deserves to sleep tonight she deserves to sleep tonight she comes home late everynight i can hear her walkin down my hall she dont talk on the phone too much when she does i hear it through my wall desiree dont have many friends at least not many good ones i may be just an ordinary man but at least im someone to lean on on a bed of roses not beneath some motel light on a bed of roses she deserves to sleep tonight she deserves to sleep tonight tonight tonight tonight tonight tonight tonight tonight tonight on a bed of roses not beneath some motel light on a bed of roses she deserves to sleep tonight on a bed of roses on a bed of roses oh she deserves to sleep tonight she deserves to sleep tonight,Happy
,,
Fly Talkin',a scrub is a guy that thinks hes fly and is also known as a buster always talkin about what he wants and just sits on his broke sono i dont want your number no i dont want to give you mine no i dont want to meet you nowhere no i dont want none of your time and no i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friends ride tryin to holler at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friends ride tryin to holler at me theres a scrub checkin me but his game is kinda weak and i know that he cannot approach me cause im lookin like clas and hes lookin like trash cant get wit no deadbeat sono i dont want your number no i dont want to give you mine no i dont want to meet you nowhere no i dont want none of your time no i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friends ride tryin to holler at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friends ride tryin to holler at me if you dont have a car and your walkin oh yes son im talkin to you if you live at home wit your momma oh yes son im talkin to you baby if you have a shorty and you dont show love oh yes son im talkin to you wanna get with me with no money oh no i dont know oh no scrub no scrub no no no scrub no no no no no no scrub no no i dont want no scrub no a scrub is a guy that cant get no love from me hangin out the passenger side of his best friends ride tryin to holler at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friends ride tryin to holler at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friends ride tryin to holler at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friends ride tryin to holler at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friends ride tryin to holler at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friends ride tryin to holler at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friends ride tryin to holler at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friends ride,Sad
,,
Famous One,for all youve done and yet to do with every breath im praising you desire of the nations and every heart you alone are god you alone are god you are the lord the famous one famous one great is your name in all the earth the heavens declare youre glorious glorious great is your fame beyond the earth the morning star is shining through and every eye is watching you revealed by nature and miracles you are beautiful you are beautiful you are the lord the famous one famous one great is your name in all the earth the heavens declare youre glorious glorious great is your fame beyond the earth,Happy
,,
Talk Of The Town,everywhere in this city word is getting around about a girl whos so damn pretty shes the talk of the town dressed in black shes a heart attack well shes a hard one to tame ooh shes livin up to her reputation shes livin up to her name everywhere she goes she gets everyone talkin talkin and anytime shes anywhere around everybody says shes the talk of the town oh my my shes so fine and shes the talk of the town oughta know by now shes the talk of the town well shes the talk of the town built to kill with body language shes got them talkin about her she makes the best of a sticky situation thats the kind of thing everywhere she goes she gets everyone talkin talkin and anytime shes anywhere around everybody says shes the talk of the town oh my my shes so fine and shes the talk of the town oughta know by now shes the talk of the town well shes the talk of the town the talk of the town now shes the talk of the town,Happy
,,
Attic Room,raccoons in the trash a voice on the breeze the fits and the screams when you were only thirteen you had the attic room you heard the whole thing under the slanted ceiling your dad painted blue whatever happened to you only the worst could be assumed youre dreaming often of the attic room in other rooms with other boys under other ceilings the springs and the sighs may drown another night but you wake up shaking and all thats new is the owner of the arm around you how could he know what to do he never had the attic room,Sad
,,
Firestarter,im the trouble starter punkin instigator im the fear addicted danger illustrated im a firestarter twisted firestarter youre a firestarter twisted firestarter im a firestarter twisted firestarter im the bitch you hated filth infatuated yeah im the pain you tasted fell intoxicated im a firestarter twisted firestarter youre a firestarter twisted firestarter im the selfinflicted mine detonator yeah im the one infected twisted animator im a firestarter twisted firestarter youre a firestarter twisted firestarter im a firestarter twisted firestarter starter starter starter,Sad
,,
Testify,testify i want to be testify testify my love for you im here to testify testify my love for you and i will do all that i can do for you together we will be together come on testify testify your love for me testify testify your love for me you can be all the things you want to be and together we will be together every heart thats ever been broken knows these things must not go unspoken giving yourself giving each other the strength to lean on one another ill be there for you youll be here for me that is why i want to testify testify my faith in you come on and testify testify your trust in me we can be all the things we want to be and together we can do it together every heart thats ever been broken knows these things must not go unspoken giving yourself giving each other the strength to lean on one another ill be there for you youll be here for me i want to be testify testify my love for you im here to testify testify my love for you and i will do all that i can do for you and you know together we will always be together,Sad
,,
Mohair Locker Room Pin-Up Boys,big c big h mash mary name it what a ride what a ride you got me dizzy with that bullwhip we clutched each other the walls closed in dont bust my chops like gungadin were coming home now diggety dig the old zippo bang is what it is we got flipflop rubber gungho toys the mohair lockeroom pinup boys five years old he loves the screen kissing with tongues and margerine fast and loose in just one thing fast and loose in everything they sit around and laugh all day make paree and draw their pay pools not in but the patios dry a shameful waste we dont know why i can lift weights what the hell my little girl just thinks im swell no backslapping daddyo ran the caddy up to 90,Happy
,,
Open Arms,whatever happened to truth lost without a trace whatever happened to the mirror that showed me a Happy face whatever happened to sorry you know its never too late whatever happened to good things coming coming to those who wait whatever happened to this city its not like it used to be whatever happened to me whatever happened to living without fear wathever happened to peace all over such a strong idea whatever happende to our future cause i can see it in the rear view wathever happened to me whatever happened to you gotta look myself in the eye and say its gonna be alright maybe everything wont be alright all the time ive gotta take these chances where they are its gonna be alright ive gotta see things for what they are at the time lost with no place to begin ill slowly adjust to the sun just face im in whatever happened to the list of things i wanted to be whatever happened to you whatever happened to me gotta look myself in the eye and say its gonna be alright maybe everything wont be alright all the time ive gotta take these chances where they are and its gonna be alright ive gotta see things for what they are at the time at the time yeah the words are on the seam ready to receive im the ocean youre the stream ready to receive its like open arms to me ready to ready to receive gotta look myself in the eye and say its gonna be alright maybe everything wont be alright all the time no ive gotta take these chances where they are and its gonna be alright ive gotta see things for what they are at the time ive gotta see things for what they are at the time at the time,Sad
,,
Stampede,we have been moving to cuts and bruises ill sing a song for you run faster or youll lose it this is our heartbeat our words are so sweet you dropped your medicine inside the water that we drink mama tell me do i have a fever from the west i see the warrior sleep and from the eat i watch the witches bathe my feet i headed north and saw you dancing in the rain i woke up in the south and i will never be the same mama tell me do i have a fever i looked left to find your fingerprints were gone i look right to something was going wrong i looked up to see the sun had flickered out i headed down the road that lead me to the south oh lord this road i travel has made my head unravel i just want to go home but this road wont let me go country road take me home to the place where i belong im so homesick and i cant see straight im not gonna make it its getting too late oh lord this road i travel has made my head unravel i just want to go home but this road wont let me go we have been moving to cuts and bruises ill sing a song for you run faster or youll lose it this is our heartbeat our words are so sweet i cannot wake from you you will not ever wake from me,Sad
,,
Come On Back Home,since the beginning you knew hes been with you you were raised in the church so you know im tellin the truth livin like you dont know right from wrong tellin yourself youre okay gods word is always right just admit youve left the way so im here to tell ya it doesnt matter what youve done or where you been just fall on your knees confess and he will forgive your sins chorus come on back home youve been away too long god has been good to you hes brought you through and through why cant you see the signs were living at the end jesus is coming soon dont wait too late my friend just surrender and stop the fight go head and throw in the towel why run from love any longer when youre almost out of time let him restore you and break up that fallow ground all power is in his hands to turn your whole life around let him in your heart the choice is yours you dont have to be ashamed chorus please dont ignore the knocking at your door let him in your heart hell forget the past and give a fresh new start and this time hold on dont let him dont let him dont let him go he wants to wash you and fill you and heal you and love you like chorus,Sad
,,
Rumour (Abstract Hip Hop Mix),this is the morning when our feelings rise together with the sun there are the feelings that are yet to be awoken how many wishes fade to nothing once they face reality how many wishes turn to grief how many wishes going on and on and on and on yeah yeah yeah ouh hey hey i bless the sunshine with my lovedisease and all my knees and more i bless the sunshine and no shadows haunt my walls blue is a state of mind blue makes you colourblind beware of it beware of it you talk about a rumour you talk about deadend streets about this rumour its not the way to think talk about a rumour then talk about a higher love you know it wont it wont satisfy my needs it wont satisfy my needs say ne ne ne ne ne ne ne talk about a rumour no one expected this that i should falter in a maudlin sky no one expected this but i misjudged and aimed to high blue is a sacred place where shattered dreams find shelter well blue is a state of mind blue makes you colourblind you talk about a rumour you talk about deadend streets about this rumour its god in me so if you talk about a rumour then talk about a higher love you talk about a rumour when all it takes is simple love and love and love and love and love simple love and love and love and love and love youre too high blue makes you colourblind yeah yeah hehe love ,Happy
,,
The Second One,ohh all the best things theyre never knockin on my door aint it good no more aint it kickin around those strings  i cant wait to take my place when youre sealin it all with your domesticated deals we all know someones always workin it changin like tomorrow never comes aint gonna turn my back no more aint gonna turn my back no more all your learnin all your searchin all your work is done aint gonna turn my back no more aint gonna turn my back no more youre the second one 8x oh was it worth it hangin up another day till someone go your way lost and lonely aint no dream my and yours or so it seems positively won my take but nobody speaking someones always workin it changin like tomorrow never comes aint gonna turn my back no more aint gonna turn my back no more all your learnin all your searchin all your work is done aint gonna turn my back no more aint gonna turn my back no more youre the second one 8x someones always workin it changin like tomorrow never comes aint gonna turn my back no more aint gonna turn my back no more all your learnin all your searchin all your work is done aint gonna turn my back no more aint gonna turn my back no more youre the second one over over 20x,Happy
,,
Explode,ease your trouble well pay them double not to look at you for a while and you rely on what you get high on and you last just as long as it serves you explode or implode explode or implode we will take care of it yes we will carry you cause youre deserted whats good you hurt it and kills you it keeps you alive so give it up in a world of puppets its a shame what they do to us all can we do anything for you now,Sad
,,
Karma,oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh werentt you the one who said that you dont want me anymore and how you need your space and give the keys back to your door and how i cry and try and try to make you stay with me but still you said the love was gone and that i had to leave now you talking about a family now you saying i complete your dream now you saying im your everything your confusing me what your saying to me dont play with me dont play with me cause what goes around comes around what goes up most come down now whos crying desiring to come back to me what goes around comes around what goes up most come down now whos crying desiring to come back to me i remember when i was sitting home alone waiting for you to 3 oclock in the morn and when you came home youd always had some sorry excuse and explaining to me like i was some kind of a fool i sacrifice the things i want just to do things for you but when its time to do for me you never come through now you wanna be a part of me now you have so much to say to me now you wanna make time for me what you doing to me your confusing me dont play with me dont play with me cause what goes around comes around what goes up most come down now whos crying desiring to come back to me what goes around comes around what goes up most come down now whos crying desiring to come back to me i remember when i was sitting home alone waiting for you to 3 oclock in the morn night after night knowing somethings going on whats that number for b goagoagone lord knows it wasnt easy believe me never thought youd be the one that would deceive me and never do what your suppose to do no need to punch me boo cause i wont play you cause what goes around comes around what goes up most come down now whos crying desiring to come back to me what goes around comes around yeah what goes up most come down gotta stop trying to come back to me what goes around comes around what goes up most come down its called karma baby and it goes around what goes around comes around what goes up most come down now whos crying desiring to come back to me,Sad
,,
From A Jack To A King,from a jack to a king from loneliness to a wedding ring i played an ace and i won a queen and walked away with your heart from a jack to a king with no regret i stacked the cards last night and lady luck played her hand just right to make me king of your heart for just a little while i thought that i might lose the game then just in time i saw the twinkle in your eye from a jack to a king from loneliness to a wedding ring i played an ace and i won a queen you made me king of your heart for just a little while i thought that i might lose the game then just in time i saw the twinkle in your eye from a jack to a king from loneliness to a wedding ring i played an ace and i won a queen you made me king of your heart,Happy
,,
Underarms,words gwilliams ldukes nglover music lsmith gvaughn gwilliams arranged by lsmith jSaddler 1987 from the album badopboombang well you got a hot date and you wanna be fly throw on a gucci blazer and a gucci tie not a hair out of placea freshlyshaved face you think youre walkin out the house with style and grace dont you you pick up your girl and take her to dinner cause when the night is over you think youre gonna win her then you move real close using all your charm and then your girl says baby guess that i smell your underarms that odorits ringin out loud and clear as a bell you cant hear it because youre immune to the smell i describe your aroma as foul and pathetic and they can use your odor as the latest anesthetic now i know that its stone cold funki can tell cause its written all over by the way you smell that funk the aromathat smellthat scent youll be arrested for malicious body odor intent your odor going rounddoin people bodily harm and then somebody turned around and said i smell your underarms you woke up late for work usin the same old line dont think im gonna wash my underarms this time the more you ignorethe worse the smell grows and you pick out all clothes by using your nose it was the rush hour when i was on the train and the smell of underarms was drivin me insane it was a surefire way of bringing me to my death i couldnt hold a conversationi was holding my breath and you cold see the funk just like a cloud in the air was homeboy sittin next to mei swear and when i saw the direction this girl was leaning you could hear homebodys underarms just screaming ugh i smell your underarms hanging at a party one nightall alone sippin on a bottle of dom perignon the crowd was on the floorrocking the beat smelling like thay aint bathed since last week the smell was all through the housecold rockin the place the funk fill the air like a fresh can of mace when you raised your hands i had to sound tha alarm a girl said looktheres monster growin under his arm we were so shocked we couldnt even run uhgh and they declared his arm public enemy number one now throw your hands in the airif you want to party hard now put your hands back downeverybodyscause you didnt use right guard i smell your underarms,Happy
,,
End Of The Beginning,here we are searching for a sign here we are searching for a sign its the end here today but i will build a new beginning take some time find a place and i will start my own religion as the day divides the night here we are searching for a sign watch the men multiply see them ease out of the circle watch your friends run and hide help them fall back in this cycle here we are searching you saw what you get if you take what you take look in the eye of the test its all because now theres a feeling i get when i look to the left but it should never be sensed our searching for a sign can you feel it things are changing can you see it watch as the worlds collide can you see it can you feel it watch as the worlds collideinto themselves collideinto themselves another time another place another time another place a paradimensional race a paradimensional race searching you saw what you get if you take what you take look in the eye of the test its all because now theres a feeling i get when i look to the left but it should never be sensed our searching for a sign you saw what you get if you take what you take look in the eye of the test its all because now theres a feeling i get when i look to the left but it should never be sensed our searching for a sign,Sad
,,
For My People,hereeeeeee we go verse one erick sermon the erick sermon im dark skinned pack a mac 10 more menace and ill wreck the whole damn set smash yes you aint seen shit yet yes a fact a black nine mil is what i pack in the front of my waist right next to my bozack a safety for the suckers that hate me i havent had to bust a couple of rounds lately i hope not its no fun getting shot cause when i cock i aim straight for the knot i dont miss i have a scope no jokin you should hope that disco appearance like broke mass destruction when i start crushin and bustin duck mcs im bumrushin swift wit the trig theres nuff foes equipped real deal of course i pack steel shits thick im not dumb to walk the streets they kept us swinging by a punk chump wit spunk who dares to jump by the hour i push power like hiroshima got dropped on by usa and like cleaned her i manage to damage people without a sequel this is for my people verse two pmd check out the main attraction black man in action number one crowd mover i break backs in boy you shoulda known what epmd stands for sucker snappin necks bustin caps and breakin jaws its erick and parrish making dollars excel living well taking no shorts and why bother to whine while i dine sounds genuine you walked in wrong camp punk stepped on a landmine boom bang bust the slang that i bring from brentwood long island all the way to singsing yes the penile peace to brothers on trial for some bullshit charge mugshot on file for hard time thump beats like an alpine no sam suey sole shoe shoot joints back a tech nine yes the brothers back wit no knife or ax just a microphone sucker it limits that pack def blows and flows quadraverbs and echoes sounds the pound hard to make an mc petrol my nine mil kitted wit the infrared beam something similar to a roger moore scene thats james bond 007 wit guillotine to keep the hit squad hype to fly heads like the ateam dont bug or miss bug on the sequel for this shit i kick its strictly for my people pmd gives shoutouts,Sad
,,
Ring The Alarm,chorus x2 ring the alarm jersey bring the bitch out the bastards woah yeah we get cash in wit bass doa youll find that higher brick city doa verse 1 it just aint yo time yet and you still claimin rhyme vet criticise us when yo bitch ass aint even signed yet instincts is mental some bitch stinkin gentle go reshine yo symbol and rethink yo demo if fifth was a fifth wed both be drunk and if it hurt my shit hed be dead in the trunk fuck the funk pass the puck and parade on upper lassgate the charge in the city is still perform for petacky in that case it must be naughty for life shout out to all my niggas doin 20 to life i trust fools about as far as i can see you tricks so fuck you wit 2 think quick i dont need you jinx ha chorus x2 replace jersey with westside on repeat verse 2 spoke the mic and let you kiss of death smokin mcs before they have a chance to take one breath i got the shit to blow right through yo vest any nigga thinkin they wanna step 2 this jump and test naughtys been known for bringin major niggas max of stress never want us in yo party cos we crack yo set little juvenile delinquent gets a classic vet somebody come and grab yo child before i snap his neck uuh yeah you motherfuckers disgrace me ill make money but the money dont make me niggas like you be always actin so flakey chess while you runnin round yo hood dont shake ya crowd puts it down on the level above its international called illtown love witness this motherfucker just turn the mic on i spit this shit from my bitches who get they dyke on rap pawns chorus x2 replace jersey with midwest on repeat verse 3 jerry taps some more caps ooh where you goin reapin in somebody half six in the mornin whoo and the rollin deep with they gat in they hand with they wars canine and they batterin rams somebody that got them mad bitch rollin through the front fence strollin through my back if vin move the llello continue to lay low you try to fuck me now youve been doe rubbin day hoe couldve been on the payroll but you wanna play bro so muthafuck you and tell the captain i say so ill show you the master you dick writin bastard my lawyers so good she gonna be workin in alaska chorus x2 replace jersey with eastside on repeat,Sad
,,
Again (Instrumental),i heard from a friend today and she said you were in town suddenly the memories came back to me in my mind how can i be strong ive asked myself time and time ive said that ill never fall in love with you again a wounded heart you gave my soul you took away good intentions you had many i know you did i come from a place that hurts and god knows how ive cried and i never want to return never fall again making love to you felt so good and oh so right how can i be strong ive asked myself time and time ive said that ill never fall in love with you again so here we are alone again didnt think itd come to this and to know it all began with just a little kiss ive come too close to happiness to have it swept away dont think i can take the pain never fall again kinda late in the game and my heart is in your hands dont you stand there and then tell me you love me then leave again cause im falling in love with you again hold me hold me dont ever let me go say it just one time say you love me god knows i do love you again,Sad
,,
Come On (Sessions@AOL Version),and finally the silence looking out looking back across the sky trying to find a meaning knowing that i just left it all behind still i smell a lingering softness where did she go how did she go i wanna i wanna know i wanna know that shell be coming here to me come on without you ill never feel the love inside of me come on you know that we belong come on come on come on come on thinking back before her i never knew the meaning of alone still the flag is feeling foreign i live the day to escape into a phone speaking of a world not real then where did she go how did she go i wanna i wanna know i wanna know that shell be coming here to me come on without you ill never feel the love inside of me come on you know that we belong come on come on come on come on cause each of her kisses and my heart misses shes coming shes coming here to me im needing desiring to kiss her now im living for her breathing for her singing for her fairytale come on without you ill never feel the love inside of me come on you know that we belong come on come on come on come on come on without you ill never feel the love inside of me come on come on come on come on come on,Sad
,,
Looking In Your Eyes,i see destruction as it rages through your veins i see depression as it fills your heart with pain i see the cure you found your artificial peace i see your body rot your solution now has its feast and now i look i look in your eyes looking in your eyes looking in your eyes looking in your eyes looking in your eyes what i see in your eyes i can see they tell no lies looking in your eyes i see salvation oh so close but yet so far i see the gilmmering of the holy star i see your future its a nightmare and i lie but you refused my help now i have no more strength to try now i see i see the lies looking in your eyes in your eyes i see the lies what i see in your eyes i can see you tell no lies looking in your eyes looking through my eyes well i would die for you ive died enough now im through but one day you will see what wont but what should btf please stay,Sad
,,
All For The Sake Of The Song,clay blakertommy connors her name was stella and she was old and gray she had her rusty strings and keys and the tuner it took a pair of pliers and lots of elbow grease she awakened me to the melody like the light from a brand new dawn and from that moment on it was all for the sake of the song her name was maggie she had eyes like fire that burned for me in the dark and all she wanted was my very soul and all she could take from my heart but to her dismay a choice was made and when the deed was done she turned and i was gone it was all for the sake of the song and for the sake of the song i walk my own road for the sake of the song not for silver and gold some may think that i am wrong but in my heart i know and ive known all along it was all for the sake of the song her name was laura she was pure like crystal shining alone on the shelf and from the moment that her eyes met mine i knew there could be nobody else kindred souls singing free in perfect harmony two hearts now beat as one the road goes on and on and its all for the sake of the song for the sake of the song i walk my own road for the sake of the song not for silver and gold some may think that i am wrong but in my heart i know and ive known all along it was all for the sake of the song her names stella,Sad
,,
Everyday,i got lost couldnt find my way and i guess theres nothing more to say love can make you blind make you act so strange but im here and here i will stay so everyday i cry everyday yes everyday i fall everyday do you ever wonder why everyday why i love everything about you but everyday i say ill try to make my heart be still til then every way there is to cry ourselves to sleep we will it picked me up knocked me off my feet ive got no way to explain still i love you love you love you but this fire inside will never see the light of day so everyday goes by everyday and everyday i fall everyday it makes me wonder why everyday my lifes worth nothing without you but everyday i say ill try to make my heart be still cos every way there is to cry ourselves to sleep we will youll never know no no no no no youll never know just how close we were youll never know no no no no no youll never know no youll never see the book closes and we try to forget but i know that things wont change how we feel how life goes on and that seems so strange and so the light fades away everyday try try try as i may everyday i cant stop thinking about you it seems my lifes worth nothing without you but everyday i say ill try to make my heart be still til then every way there is to cry ourselves to sleep we will everyday everyday you know i try so hard everyday everyday it gets a little harder repeat,Sad
,,
Defend You (Album Version),ill write it down where you can see i have gone to sleep try to relate cant give in to your temptations temptations all your hopes and dreams ill take away its time that i forget everything you taught me youve taught me when i looked up to you fall to your knees and give up your aspirations aspirations fall in to your knees so how can you expect me to just close my eyes and forget your mistakes defending you is getting harder everyday day im breaking down the end is near the final call to make it through make it through yourself try to relate forget everything you taught me youve taught me when i looked up to you so how can you expect me to just close my eyes and forget your mistakes defending you is getting hard everyday day i look inside myself for strength like a million times before youll never let it in because i know you said i know you said i know i know i know i know fall how can you let it go let it go how can you be this way ill never forget never forget where i come from where ive been ill never become you so how can you expect me to just close my eyes and forget your mistakes defending you is getting harder everyday day so how can you expect me to just close my eyes and forget your mistakes defending you is getting harder everyday day youve lost it all,Sad
,,
When Rules Change,to the author of this dream i cant say i know all the answers im short on so many things but i know the choices we make will make us who we are can we be brave again to put a foot down for whats right these things we strive to have will fall to the worth of the dirt we walk on more or less a chasing after the wind a kind of ignorance the bright despise leaving their face without a disguise let them know that this is the last time let them know they put themselves to shame let them know there is a movement a movement in the air can you feel it could we be brave again and not step aside if i had to would i stand alone,Happy
,,
Hold On,strangers in my back yard selling you beliefs danger in my empire trouble on the streets and i dont want to modernize and i dont want to rearrange i dont want to fix up and i dont want to change hold on to the things that you love hold on to the things that you love hold on danger in the papers danger in the magazines sell you ideas sell you false dreams and i dont want to modernize and i dont want to rearrange i dont want to fix up and i dont want to change hold on to the things you can feel hold on to the things that are real hold on strangers in my back yard selling you beliefs danger in my empire trouble on the streets and i dont want to modernize and i dont want to change i dont want to fix up i dont want to rearrange hold on to the things you can feel hold on to the things that are real hold on to the things that you love hold on to the things that you love hold on to the things you believe hold on to the things that you see hold on to the one that you love hold on to the one that you love,Sad
,,
Listen,voices are everywhere and theyre screaming at us use me buy me believe me weve got voices all over our culture chat rooms commercials billboards and bumper stickers and they all want our immediate attention and then there is that voice from the past or that voice in your head that says you messed up too many times you cant do it you cant do it on your own youre not smart enough youre not strong enough youre not stable enough youre not thin enough and then theres the enemy the father of lies that likes to get in there and say no way youll ever make anything of yourself i had this amazing conversation with my dad not too long ago hes a great man i love him so much and he told me about the first time that his father said something encouraging to him my dad had just put a room onto his house and my grandfather was a master carpenter and he was inspecting my dads work and he got done and went to my dad and said thats a good job harry and that was the first time my grandfather said something encouraging to my dad and he was 38 years old man and without hearing that voice without hearing that whether its the actually the physical audible voice of your father or mother or the voice from god you dont have any identity you have no way to function i think jesus knew that i think thats why when he went through his ministry touching people and healing people and speaking to people he never asked them to be anything that they werent he tried to get them to understand who they were thats why he said youre my daughter youre my son youre my brother youre my sheep he wanted us to identify with him and understand that were his creation that were worth something yeah and thats something amazing about jesus he could look down into somebodys spirit and draw out who they really were i mean he looked at simon and said you know what youre not simon youre peter youre a rock and how bout that woman that came up to him when he was going through that crowd and she touched his garment and he turned around and he said daughter his first word daughter you know jesus got that honestly from his father three times when jesus was under immense pressure in his ministry god the father actually spoke i mean spoke audibly it wasnt inward jesus heard it and the people around jesus heard it like at his baptism god the father said you are my son i love you and im pleased with you and then at the transfiguration the father spoke again and the disciples heard it the father said you are my son i have chosen you and god just established christs purpose on that mountain and then before christ died at gethsemane in john 12 jesus prayed should i pray to be delivered from this hour no this is why ive come glorify your name father and the father spoke and said i have glorified it and i will glorify it again and i think that promise just drove christ to the cross i think it did too you may have never heard that voice that voice that says youre worth it youre smart enough i believe in you i love you there may be a gaping hole in your spirit where that voice was supposed to speak into and its just a vacuum listen jesus doesnt require anything of you you cant work to get his approval remember when he was affirmed by his father when god looked down and said this is my son who i love jesus hadnt done a single miracle all he asks of you is that you listen,Sad
,,
